# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (FRAME_SHIFT)	Count (INTRON)	Count (UPSTREAM)
leuV	leuV	tRNA	0	0	50	1	0	87	-48	0	87	0	0	0	1	0	50	0	1	0	1
leuW	leuW	tRNA	0	0	50	0	0	85	0	0	85	0	0	0	0	0	50	0	0	0	0
leuX	leuX	tRNA	0	0	50	0	0	85	0	0	85	0	0	0	0	0	50	0	0	0	0
leuZ	leuZ	tRNA	0	0	50	0	0	87	0	0	87	0	0	0	0	0	50	0	0	0	0
lexA	lexA	mRNA	0	0	50	0	0	609	0	0	609	0	0	0	0	0	50	0	0	0	0
lgt	lgt	mRNA	0	0	50	0	0	876	0	0	876	0	0	0	0	0	50	0	0	0	0
lhgO	lhgO	mRNA	0	0	50	0	0	1269	0	0	1269	0	0	0	0	0	50	0	0	0	0
lhr	lhr	mRNA	0	0	50	0	0	4617	0	0	4617	0	0	0	0	0	50	0	0	0	0
ligA	ligA	mRNA	0	0	50	0	0	2016	0	0	2016	0	0	0	0	0	50	0	0	0	0
ligB	ligB	mRNA	0	0	50	0	0	1683	0	0	1683	0	0	0	0	0	50	0	0	0	0
ligT	ligT	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
lipA	lipA	mRNA	0	0	50	0	0	966	0	0	966	0	0	0	0	0	50	0	0	0	0
lipB	lipB	mRNA	0	0	50	0	0	642	0	0	642	0	0	0	0	0	50	0	0	0	0
lit	lit	mRNA	0	0	50	0	0	894	0	0	894	0	0	0	0	0	50	0	0	0	0
livF	livF	mRNA	0	0	50	0	0	714	0	0	714	0	0	0	0	0	50	0	0	0	0
livG	livG	mRNA	0	0	50	0	0	768	0	0	768	0	0	0	0	0	50	0	0	0	0
livH	livH	mRNA	0	0	50	0	0	927	0	0	927	0	0	0	0	0	50	0	0	0	0
livJ	livJ	mRNA	0	0	50	0	0	1104	0	0	1104	0	0	0	0	0	50	0	0	0	0
livK	livK	mRNA	0	0	50	0	0	1110	0	0	1110	0	0	0	0	0	50	0	0	0	0
livM	livM	mRNA	0	0	50	0	0	1278	0	0	1278	0	0	0	0	0	50	0	0	0	0
lldD	lldD	mRNA	0	0	50	0	0	1191	0	0	1191	0	0	0	0	0	50	0	0	0	0
lldP	lldP	mRNA	0	0	50	0	0	1656	0	0	1656	0	0	0	0	0	50	0	0	0	0
lldR	lldR	mRNA	0	0	50	0	0	777	0	0	777	0	0	0	0	0	50	0	0	0	0
lnt	lnt	mRNA	0	0	50	0	0	1539	0	0	1539	0	0	0	0	0	50	0	0	0	0
lolA	lolA	mRNA	0	0	50	0	0	612	0	0	612	0	0	0	0	0	50	0	0	0	0
lolB	lolB	mRNA	0	0	50	0	0	624	0	0	624	0	0	0	0	0	50	0	0	0	0
lolC	lolC	mRNA	0	0	50	0	0	1200	0	0	1200	0	0	0	0	0	50	0	0	0	0
lolD	lolD	mRNA	0	0	50	0	0	702	0	0	702	0	0	0	0	0	50	0	0	0	0
lolE	lolE	mRNA	0	0	50	0	0	1245	0	0	1245	0	0	0	0	0	50	0	0	0	0
lon	lon	mRNA	0	0	50	0	0	2355	0	0	2355	0	0	0	0	0	50	0	0	0	0
lpcA	lpcA	mRNA	0	0	50	0	0	579	0	0	579	0	0	0	0	0	50	0	0	0	0
lpd	lpd	mRNA	0	0	50	0	0	1425	0	0	1425	0	0	0	0	0	50	0	0	0	0
lplA	lplA	mRNA	0	0	50	0	0	1017	0	0	1017	0	0	0	0	0	50	0	0	0	0
lplT	lplT	mRNA	0	0	50	1	0	1194	0	0	1194	0	0	0	0	0	50	0	1	0	0
lpp	lpp	mRNA	0	0	50	0	0	237	0	0	237	0	0	0	0	0	50	0	0	0	0
lptA	lptA	mRNA	0	0	50	0	0	558	0	0	558	0	0	0	0	0	50	0	0	0	0
lptB	lptB	mRNA	0	0	50	0	0	726	0	0	726	0	0	0	0	0	50	0	0	0	0
lptC	lptC	mRNA	0	0	50	0	0	576	0	0	576	0	0	0	0	0	50	0	0	0	0
lptD	lptD	mRNA	0	0	50	0	0	2355	0	0	2355	0	0	0	0	0	50	0	0	0	0
lptE	lptE	mRNA	0	0	50	0	0	582	0	0	582	0	0	0	0	0	50	0	0	0	0
lptF	lptF	mRNA	0	0	50	0	0	1101	0	0	1101	0	0	0	0	0	50	0	0	0	0
lptG	lptG	mRNA	0	0	50	0	0	1083	0	0	1083	0	0	0	0	0	50	0	0	0	0
lpxA	lpxA	mRNA	0	0	50	0	0	789	0	0	789	0	0	0	0	0	50	0	0	0	0
lpxB	lpxB	mRNA	0	0	50	0	0	1149	0	0	1149	0	0	0	0	0	50	0	0	0	0
lpxC	lpxC	mRNA	0	0	50	0	0	918	0	0	918	0	0	0	0	0	50	0	0	0	0
lpxD	lpxD	mRNA	0	0	50	0	0	1026	0	0	1026	0	0	0	0	0	50	0	0	0	0
lpxH	lpxH	mRNA	0	0	50	0	0	723	0	0	723	0	0	0	0	0	50	0	0	0	0
lpxK	lpxK	mRNA	0	0	50	0	0	987	0	0	987	0	0	0	0	0	50	0	0	0	0
lpxL	lpxL	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
lpxM	lpxM	mRNA	0	0	50	0	0	972	0	0	972	0	0	0	0	0	50	0	0	0	0
lpxP	lpxP	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
lpxT	lpxT	mRNA	0	0	50	0	0	714	0	0	714	0	0	0	0	0	50	0	0	0	0
lrhA	lrhA	mRNA	0	0	50	0	0	939	0	0	939	0	0	0	0	0	50	0	0	0	0
lrp	lrp	mRNA	0	0	50	0	0	495	0	0	495	0	0	0	0	0	50	0	0	0	0
lspA	lspA	mRNA	0	0	50	0	0	495	0	0	495	0	0	0	0	0	50	0	0	0	0
lsrA	lsrA	mRNA	0	0	50	0	0	1536	0	0	1536	0	0	0	0	0	50	0	0	0	0
lsrB	lsrB	mRNA	0	0	50	0	0	1023	0	0	1023	0	0	0	0	0	50	0	0	0	0
lsrC	lsrC	mRNA	0	0	50	0	0	1029	0	0	1029	0	0	0	0	0	50	0	0	0	0
lsrD	lsrD	mRNA	0	0	50	0	0	993	0	0	993	0	0	0	0	0	50	0	0	0	0
lsrF	lsrF	mRNA	0	0	50	0	0	876	0	0	876	0	0	0	0	0	50	0	0	0	0
lsrG	lsrG	mRNA	0	0	50	0	0	291	0	0	291	0	0	0	0	0	50	0	0	0	0
lsrK	lsrK	mRNA	0	0	50	0	0	1593	0	0	1593	0	0	0	0	0	50	0	0	0	0
lsrR	lsrR	mRNA	0	0	50	0	0	954	0	0	954	0	0	0	0	0	50	0	0	0	0
ltaE	ltaE	mRNA	0	0	50	0	0	1002	0	0	1002	0	0	0	0	0	50	0	0	0	0
luxS	luxS	mRNA	0	0	50	0	0	516	0	0	516	0	0	0	0	0	50	0	0	0	0
lysA	lysA	mRNA	0	0	50	0	0	1263	0	0	1263	0	0	0	0	0	50	0	0	0	0
lysC	lysC	mRNA	0	0	50	0	0	1350	0	0	1350	0	0	0	0	0	50	0	0	0	0
lysP	lysP	mRNA	0	0	50	0	0	1470	0	0	1470	0	0	0	0	0	50	0	0	0	0
lysQ	lysQ	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
lysR	lysR	mRNA	0	0	50	0	0	936	0	0	936	0	0	0	0	0	50	0	0	0	0
lysS	lysS	mRNA	0	0	50	0	0	1518	0	0	1518	0	0	0	0	0	50	0	0	0	0
lysT	lysT	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
lysU	lysU	mRNA	0	0	50	0	0	1518	0	0	1518	0	0	0	0	0	50	0	0	0	0
lysV	lysV	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
lysW	lysW	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
lysY	lysY	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
lysZ	lysZ	tRNA	0	0	50	0	0	76	0	0	76	0	0	0	0	0	50	0	0	0	0
lyxK	lyxK	mRNA	0	0	50	0	0	1497	0	0	1497	0	0	0	0	0	50	0	0	0	0
maa	maa	mRNA	0	0	50	0	0	552	0	0	552	0	0	0	0	0	50	0	0	0	0
macA	macA	mRNA	0	0	50	0	0	1116	0	0	1116	0	0	0	0	0	50	0	0	0	0
macB	macB	mRNA	0	0	50	0	0	1947	0	0	1947	0	0	0	0	0	50	0	0	0	0
maeA	maeA	mRNA	0	0	50	0	0	1698	0	0	1698	0	0	0	0	0	50	0	0	0	0
maeB	maeB	mRNA	0	0	50	0	0	2280	0	0	2280	0	0	0	0	0	50	0	0	0	0
mak	mak	mRNA	0	0	50	1	0	909	0	0	909	0	0	0	0	0	50	0	1	0	0
malE	malE	mRNA	0	0	50	0	0	1191	0	0	1191	0	0	0	0	0	50	0	0	0	0
malF	malF	mRNA	0	0	50	0	0	1545	0	0	1545	0	0	0	0	0	50	0	0	0	0
malG	malG	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
malI	malI	mRNA	0	0	50	0	0	1029	0	0	1029	0	0	0	0	0	50	0	0	0	0
malK	malK	mRNA	0	0	50	0	0	1116	0	0	1116	0	0	0	0	0	50	0	0	0	0
malM	malM	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
malP	malP	mRNA	0	0	50	0	0	2394	0	0	2394	0	0	0	0	0	50	0	0	0	0
malQ	malQ	mRNA	0	0	50	0	0	2085	0	0	2085	0	0	0	0	0	50	0	0	0	0
malS	malS	mRNA	0	0	50	0	0	2031	0	0	2031	0	0	0	0	0	50	0	0	0	0
malT	malT	mRNA	0	0	50	0	0	2706	0	0	2706	0	0	0	0	0	50	0	0	0	0
malX	malX	mRNA	0	0	50	0	0	1593	0	0	1593	0	0	0	0	0	50	0	0	0	0
malY	malY	mRNA	0	0	50	0	0	1173	0	0	1173	0	0	0	0	0	50	0	0	0	0
malZ	malZ	mRNA	0	0	50	1	0	1818	0	0	1818	0	0	0	0	0	50	0	1	0	0
manA	manA	mRNA	0	0	50	0	0	1176	0	0	1176	0	0	0	0	0	50	0	0	0	0
manX	manX	mRNA	0	0	50	0	0	972	0	0	972	0	0	0	0	0	50	0	0	0	0
manY	manY	mRNA	0	0	50	0	0	801	0	0	801	0	0	0	0	0	50	0	0	0	0
manZ	manZ	mRNA	0	0	50	0	0	861	0	0	861	0	0	0	0	0	50	0	0	0	0
map	map	mRNA	0	0	50	0	0	795	0	0	795	0	0	0	0	0	50	0	0	0	0
marA	marA	mRNA	0	0	50	0	0	384	0	0	384	0	0	0	0	0	50	0	0	0	0
marB	marB	mRNA	0	0	50	0	0	219	0	0	219	0	0	0	0	0	50	0	0	0	0
marC	marC	mRNA	0	0	50	0	0	666	0	0	666	0	0	0	0	0	50	0	0	0	0
marR	marR	mRNA	0	0	50	0	0	435	0	0	435	0	0	0	0	0	50	0	0	0	0
matA	matA	mRNA	0	0	50	0	0	591	0	0	591	0	0	0	0	0	50	0	0	0	0
matB	matB	mRNA	0	0	50	0	0	588	0	0	588	0	0	0	0	0	50	0	0	0	0
matC	matC	mRNA	0	0	50	0	0	669	0	0	669	0	0	0	0	0	50	0	0	0	0
matP	matP	mRNA	0	0	50	0	0	453	0	0	453	0	0	0	0	0	50	0	0	0	0
mazE	mazE	mRNA	0	0	50	0	0	249	0	0	249	0	0	0	0	0	50	0	0	0	0
mazF	mazF	mRNA	0	0	50	1	0	336	0	0	336	0	0	0	0	0	50	0	1	0	0
mazG	mazG	mRNA	0	0	50	0	0	792	0	0	792	0	0	0	0	0	50	0	0	0	0
mcbA	mcbA	mRNA	0	0	50	0	0	261	0	0	261	0	0	0	0	0	50	0	0	0	0
mcbR	mcbR	mRNA	0	0	50	0	0	666	0	0	666	0	0	0	0	0	50	0	0	0	0
mcrA	mcrA	mRNA	0	0	50	0	0	834	0	0	834	0	0	0	0	0	50	0	0	0	0
mcrB	mcrB	mRNA	0	0	50	0	0	1380	0	0	1380	0	0	0	0	0	50	0	0	0	0
mcrC	mcrC	mRNA	0	0	50	0	0	1047	0	0	1047	0	0	0	0	0	50	0	0	0	0
mdaB	mdaB	mRNA	0	0	50	0	0	582	0	0	582	0	0	0	0	0	50	0	0	0	0
mdfA	mdfA	mRNA	0	0	50	0	0	1233	0	0	1233	0	0	0	0	0	50	0	0	0	0
mdh	mdh	mRNA	0	0	50	0	0	939	0	0	939	0	0	0	0	0	50	0	0	0	0
mdlA	mdlA	mRNA	0	0	50	0	0	1773	0	0	1773	0	0	0	0	0	50	0	0	0	0
mdlB	mdlB	mRNA	0	0	50	0	0	1782	0	0	1782	0	0	0	0	0	50	0	0	0	0
mdtA	mdtA	mRNA	0	0	50	0	0	1248	0	0	1248	0	0	0	0	0	50	0	0	0	0
mdtB	mdtB	mRNA	0	0	50	0	0	3123	0	0	3123	0	0	0	0	0	50	0	0	0	0
mdtC	mdtC	mRNA	0	0	50	0	0	3078	0	0	3078	0	0	0	0	0	50	0	0	0	0
mdtD	mdtD	mRNA	0	0	50	0	0	1416	0	0	1416	0	0	0	0	0	50	0	0	0	0
mdtE	mdtE	mRNA	0	0	50	0	0	1158	0	0	1158	0	0	0	0	0	50	0	0	0	0
mdtF	mdtF	mRNA	0	0	50	0	0	3114	0	0	3114	0	0	0	0	0	50	0	0	0	0
mdtG	mdtG	mRNA	0	0	50	0	0	1227	0	0	1227	0	0	0	0	0	50	0	0	0	0
mdtH	mdtH	mRNA	0	0	50	0	0	1209	0	0	1209	0	0	0	0	0	50	0	0	0	0
mdtI	mdtI	mRNA	0	0	50	0	0	330	0	0	330	0	0	0	0	0	50	0	0	0	0
mdtJ	mdtJ	mRNA	0	0	50	0	0	366	0	0	366	0	0	0	0	0	50	0	0	0	0
mdtK	mdtK	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
mdtL	mdtL	mRNA	0	0	50	0	0	1176	0	0	1176	0	0	0	0	0	50	0	0	0	0
mdtM	mdtM	mRNA	0	0	50	1	0	1233	1	0	1233	0	0	0	0	0	50	0	1	0	0
mdtN	mdtN	mRNA	0	0	50	0	0	1032	0	0	1032	0	0	0	0	0	50	0	0	0	0
mdtO	mdtO	mRNA	0	0	50	0	0	2052	0	0	2052	0	0	0	0	0	50	0	0	0	0
mdtP	mdtP	mRNA	0	0	50	0	0	1467	0	0	1467	0	0	0	0	0	50	0	0	0	0
melA	melA	mRNA	0	0	50	0	0	1356	0	0	1356	0	0	0	0	0	50	0	0	0	0
melB	melB	mRNA	0	0	50	0	0	1410	0	0	1410	0	0	0	0	0	50	0	0	0	0
melR	melR	mRNA	0	0	50	0	0	909	0	0	909	0	0	0	0	0	50	0	0	0	0
menA	menA	mRNA	0	0	50	0	0	927	0	0	927	0	0	0	0	0	50	0	0	0	0
menB	menB	mRNA	0	0	50	0	0	858	0	0	858	0	0	0	0	0	50	0	0	0	0
menC	menC	mRNA	0	0	50	0	0	963	0	0	963	0	0	0	0	0	50	0	0	0	0
menD	menD	mRNA	0	0	50	2	0	1671	0	0	1671	0	0	0	0	0	50	0	2	0	0
menE	menE	mRNA	0	0	50	0	0	1356	0	0	1356	0	0	0	0	0	50	0	0	0	0
menF	menF	mRNA	0	0	50	0	0	1296	0	0	1296	0	0	0	0	0	50	0	0	0	0
menH	menH	mRNA	0	0	50	1	0	759	0	0	759	0	0	0	0	0	50	0	1	0	0
mepA	mepA	mRNA	0	0	50	0	0	825	0	0	825	0	0	0	0	0	50	0	0	0	0
metA	metA	mRNA	0	0	50	0	0	930	0	0	930	0	0	0	0	0	50	0	0	0	0
metB	metB	mRNA	0	0	50	0	0	1161	0	0	1161	0	0	0	0	0	50	0	0	0	0
metC	metC	mRNA	0	0	50	0	0	1188	0	0	1188	0	0	0	0	0	50	0	0	0	0
metE	metE	mRNA	0	0	50	0	0	2262	0	0	2262	0	0	0	0	0	50	0	0	0	0
metF	metF	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
metG	metG	mRNA	0	0	50	0	0	2034	0	0	2034	0	0	0	0	0	50	0	0	0	0
metH	metH	mRNA	0	0	50	1	0	3684	0	0	3684	0	0	0	0	0	50	0	1	0	0
metI	metI	mRNA	0	0	50	0	0	654	0	0	654	0	0	0	0	0	50	0	0	0	0
metJ	metJ	mRNA	0	0	50	0	0	318	0	0	318	0	0	0	0	0	50	0	0	0	0
metK	metK	mRNA	0	0	50	0	0	1155	0	0	1155	0	0	0	0	0	50	0	0	0	0
metL	metL	mRNA	0	0	50	1	0	2433	0	0	2433	0	0	0	0	0	50	0	1	0	0
metN	metN	mRNA	0	0	50	0	0	1032	0	0	1032	0	0	0	0	0	50	0	0	0	0
metQ	metQ	mRNA	0	0	50	0	0	816	0	0	816	0	0	0	0	0	50	0	0	0	0
metR	metR	mRNA	0	0	50	0	0	954	0	0	954	0	0	0	0	0	50	0	0	0	0
metT	metT	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
metU	metU	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
metV	metV	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
metW	metW	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
metY	metY	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
metZ	metZ	tRNA	0	0	50	0	0	77	0	0	77	0	0	0	0	0	50	0	0	0	0
mfd	mfd	mRNA	0	0	50	0	0	3447	0	0	3447	0	0	0	0	0	50	0	0	0	0
mglA	mglA	mRNA	0	0	50	0	0	1521	0	0	1521	0	0	0	0	0	50	0	0	0	0
mglB	mglB	mRNA	0	0	50	0	0	999	0	0	999	0	0	0	0	0	50	0	0	0	0
mglC	mglC	mRNA	0	0	50	0	0	1011	0	0	1011	0	0	0	0	0	50	0	0	0	0
mgrB	mgrB	mRNA	0	0	50	0	0	144	0	0	144	0	0	0	0	0	50	0	0	0	0
mgrR	mgrR	ncRNA	0	0	50	0	0	98	0	0	98	0	0	0	0	0	50	0	0	0	0
mgsA	mgsA	mRNA	0	0	50	0	0	459	0	0	459	0	0	0	0	0	50	0	0	0	0
mgtA	mgtA	mRNA	0	0	50	0	0	2697	0	0	2697	0	0	0	0	0	50	0	0	0	0
mgtL	mgtL	mRNA	0	0	50	0	0	54	0	0	54	0	0	0	0	0	50	0	0	0	0
mhpA	mhpA	mRNA	0	0	50	0	0	1665	0	0	1665	0	0	0	0	0	50	0	0	0	0
mhpB	mhpB	mRNA	0	0	50	0	0	945	0	0	945	0	0	0	0	0	50	0	0	0	0
mhpC	mhpC	mRNA	0	0	50	0	0	882	0	0	882	0	0	0	0	0	50	0	0	0	0
mhpD	mhpD	mRNA	0	0	50	0	0	810	0	0	810	0	0	0	0	0	50	0	0	0	0
mhpE	mhpE	mRNA	0	0	50	0	0	1014	0	0	1014	0	0	0	0	0	50	0	0	0	0
mhpF	mhpF	mRNA	0	0	50	0	0	951	0	0	951	0	0	0	0	0	50	0	0	0	0
mhpR	mhpR	mRNA	0	0	50	0	0	834	0	0	834	0	0	0	0	0	50	0	0	0	0
mhpT	mhpT	mRNA	0	0	50	0	0	1212	0	0	1212	0	0	0	0	0	50	0	0	0	0
miaA	miaA	mRNA	0	0	50	0	0	951	0	0	951	0	0	0	0	0	50	0	0	0	0
miaB	miaB	mRNA	0	0	50	0	0	1425	0	0	1425	0	0	0	0	0	50	0	0	0	0
micA	micA	ncRNA	0	0	50	0	0	78	0	0	78	0	0	0	0	0	50	0	0	0	0
micC	micC	ncRNA	0	0	50	1	0	109	0	0	109	0	0	0	0	0	50	0	1	0	0
micF	micF	ncRNA	0	0	50	0	0	93	0	0	93	0	0	0	0	0	50	0	0	0	0
minC	minC	mRNA	0	0	50	0	0	696	0	0	696	0	0	0	0	0	50	0	0	0	0
minD	minD	mRNA	0	0	50	0	0	813	0	0	813	0	0	0	0	0	50	0	0	0	0
minE	minE	mRNA	0	0	50	0	0	267	0	0	267	0	0	0	0	0	50	0	0	0	0
mioC	mioC	mRNA	0	0	50	0	0	444	0	0	444	0	0	0	0	0	50	0	0	0	0
mipA	mipA	mRNA	0	0	50	0	0	747	0	0	747	0	0	0	0	0	50	0	0	0	0
mlaA	mlaA	mRNA	0	0	50	1	0	756	0	0	756	0	0	0	0	0	50	0	1	0	0
mlaB	mlaB	mRNA	0	0	50	0	0	294	0	0	294	0	0	0	0	0	50	0	0	0	0
mlaC	mlaC	mRNA	0	0	50	0	0	636	0	0	636	0	0	0	0	0	50	0	0	0	0
mlaD	mlaD	mRNA	0	0	50	0	0	552	0	0	552	0	0	0	0	0	50	0	0	0	0
mlaE	mlaE	mRNA	0	0	50	0	0	783	0	0	783	0	0	0	0	0	50	0	0	0	0
mlaF	mlaF	mRNA	0	0	50	0	0	810	0	0	810	0	0	0	0	0	50	0	0	0	0
mliC	mliC	mRNA	0	0	50	0	0	330	0	0	330	0	0	0	0	0	50	0	0	0	0
mlrA	mlrA	mRNA	0	0	50	0	0	732	0	0	732	0	0	0	0	0	50	0	0	0	0
mltA	mltA	mRNA	0	0	50	0	0	1098	0	0	1098	0	0	0	0	0	50	0	0	0	0
mltB	mltB	mRNA	0	0	50	1	0	1086	0	0	1086	0	0	0	0	0	50	0	1	0	0
mltC	mltC	mRNA	0	0	50	0	0	1080	0	0	1080	0	0	0	0	0	50	0	0	0	0
mltD	mltD	mRNA	0	0	50	0	0	1359	0	0	1359	0	0	0	0	0	50	0	0	0	0
mltF	mltF	mRNA	0	0	50	0	0	1557	0	0	1557	0	0	0	0	0	50	0	0	0	0
mmuM	mmuM	mRNA	0	0	50	0	0	933	0	0	933	0	0	0	0	0	50	0	0	0	0
mmuP	mmuP	mRNA	0	0	50	0	0	1404	0	0	1404	0	0	0	0	0	50	0	0	0	0
mngA	mngA	mRNA	0	0	50	1	0	1977	0	0	1977	0	0	0	0	0	50	0	1	0	0
mngB	mngB	mRNA	0	0	50	0	0	2634	0	0	2634	0	0	0	0	0	50	0	0	0	0
mngR	mngR	mRNA	0	0	50	0	0	723	0	0	723	0	0	0	0	0	50	0	0	0	0
mnmA	mnmA	mRNA	0	0	50	0	0	1107	0	0	1107	0	0	0	0	0	50	0	0	0	0
mnmC	mnmC	mRNA	0	0	50	0	0	2007	0	0	2007	0	0	0	0	0	50	0	0	0	0
mnmE	mnmE	mRNA	0	0	50	0	0	1365	0	0	1365	0	0	0	0	0	50	0	0	0	0
mnmG	mnmG	mRNA	0	0	50	0	0	1890	0	0	1890	0	0	0	0	0	50	0	0	0	0
mntH	mntH	mRNA	0	0	50	0	0	1239	0	0	1239	0	0	0	0	0	50	0	0	0	0
mntR	mntR	mRNA	0	0	50	0	0	468	0	0	468	0	0	0	0	0	50	0	0	0	0
moaA	moaA	mRNA	0	0	50	0	0	990	0	0	990	0	0	0	0	0	50	0	0	0	0
moaB	moaB	mRNA	0	0	50	0	0	513	0	0	513	0	0	0	0	0	50	0	0	0	0
moaC	moaC	mRNA	0	0	50	0	0	486	0	0	486	0	0	0	0	0	50	0	0	0	0
moaD	moaD	mRNA	0	0	50	0	0	246	0	0	246	0	0	0	0	0	50	0	0	0	0
moaE	moaE	mRNA	0	0	50	0	0	453	0	0	453	0	0	0	0	0	50	0	0	0	0
mobA	mobA	mRNA	0	0	50	0	0	585	0	0	585	0	0	0	0	0	50	0	0	0	0
mobB	mobB	mRNA	0	0	50	0	0	528	0	0	528	0	0	0	0	0	50	0	0	0	0
mocA	mocA	mRNA	0	0	50	0	0	579	0	0	579	0	0	0	0	0	50	0	0	0	0
modA	modA	mRNA	0	0	50	0	0	774	0	0	774	0	0	0	0	0	50	0	0	0	0
modB	modB	mRNA	0	0	50	0	0	690	0	0	690	0	0	0	0	0	50	0	0	0	0
modC	modC	mRNA	0	0	50	0	0	1059	0	0	1059	0	0	0	0	0	50	0	0	0	0
modE	modE	mRNA	0	0	50	0	0	789	0	0	789	0	0	0	0	0	50	0	0	0	0
modF	modF	mRNA	0	0	50	0	0	1473	0	0	1473	0	0	0	0	0	50	0	0	0	0
moeA	moeA	mRNA	0	0	50	0	0	1236	0	0	1236	0	0	0	0	0	50	0	0	0	0
moeB	moeB	mRNA	0	0	50	0	0	750	0	0	750	0	0	0	0	0	50	0	0	0	0
mog	mog	mRNA	0	0	50	0	0	588	0	0	588	0	0	0	0	0	50	0	0	0	0
mokB	mokB	mRNA	0	0	50	0	0	168	0	0	168	0	0	0	0	0	50	0	0	0	0
mokC	mokC	mRNA	0	0	50	0	0	210	0	0	210	0	0	0	0	0	50	0	0	0	0
motA	motA	mRNA	0	0	50	0	0	888	0	0	888	0	0	0	0	0	50	0	0	0	0
motB	motB	mRNA	0	0	50	0	0	927	0	0	927	0	0	0	0	0	50	0	0	0	0
mpaA	mpaA	mRNA	0	0	50	0	0	729	0	0	729	0	0	0	0	0	50	0	0	0	0
mpl	mpl	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
mppA	mppA	mRNA	0	0	50	0	0	1614	0	0	1614	0	0	0	0	0	50	0	0	0	0
mprA	mprA	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
mqo	mqo	mRNA	0	0	50	0	0	1647	0	0	1647	0	0	0	0	0	50	0	0	0	0
mqsA	mqsA	mRNA	0	0	50	0	0	396	0	0	396	0	0	0	0	0	50	0	0	0	0
mqsR	mqsR	mRNA	0	0	50	0	0	297	0	0	297	0	0	0	0	0	50	0	0	0	0
mraY	mraY	mRNA	0	0	50	1	0	1083	0	0	1083	0	0	0	0	0	50	0	1	0	0
mraZ	mraZ	mRNA	0	0	50	0	0	459	0	0	459	0	0	0	0	0	50	0	0	0	0
mrcA	mrcA	mRNA	0	0	50	0	0	2553	0	0	2553	0	0	0	0	0	50	0	0	0	0
mrcB	mrcB	mRNA	0	0	50	0	0	2535	0	0	2535	0	0	0	0	0	50	0	0	0	0
mrdA	mrdA	mRNA	0	0	50	0	0	1902	0	0	1902	0	0	0	0	0	50	0	0	0	0
mrdB	mrdB	mRNA	0	0	50	0	0	1113	0	0	1113	0	0	0	0	0	50	0	0	0	0
mreB	mreB	mRNA	0	0	50	0	0	1044	0	0	1044	0	0	0	0	0	50	0	0	0	0
mreC	mreC	mRNA	0	0	50	0	0	1104	0	0	1104	0	0	0	0	0	50	0	0	0	0
mreD	mreD	mRNA	0	0	50	0	0	489	0	0	489	0	0	0	0	0	50	0	0	0	0
mrp	mrp	mRNA	0	0	50	0	0	1110	0	0	1110	0	0	0	0	0	50	0	0	0	0
mrr	mrr	mRNA	0	0	50	1	0	915	1	0	915	0	0	0	0	0	50	0	1	0	0
msbA	msbA	mRNA	0	0	50	0	0	1749	0	0	1749	0	0	0	0	0	50	0	0	0	0
mscL	mscL	mRNA	0	0	50	0	0	411	0	0	411	0	0	0	0	0	50	0	0	0	0
mscM	mscM	mRNA	0	0	50	0	0	1248	0	0	1248	0	0	0	0	0	50	0	0	0	0
mscS	mscS	mRNA	0	0	50	0	0	861	0	0	861	0	0	0	0	0	50	0	0	0	0
msrA	msrA	mRNA	0	0	50	0	0	639	0	0	639	0	0	0	0	0	50	0	0	0	0
